17.099759
500
3.902025
-9.061085 -0.539906 -22.792551
-3.258578 -12.188898 7.230656
5.797572 -0.897816 -14.549496
18.468802 -11.252602 3.144847
10.009087 47.393640 33.687997
-14.191621 8.484882 -1.018163
-22.006252 0.436119 15.719893
-11.517488 34.225473 16.023467
19.421048 4.341410 4.949979
-0.543512 13.627202 -9.816235
31.093438 -3.069341 10.539471
-33.180489 -20.957552 29.692474
15.497603 1.437736 10.897245
-34.337721 9.127535 -8.972435
-2.340062 -2.754517 -19.527556
26.240705 13.087479 29.384448
17.580310 21.102329 -9.224335
1.890036 15.439756 34.932090
7.510185 -11.181812 15.866576
-1.110228 -18.087901 0.235458
1.166316 -40.300794 16.626814
-6.436641 -4.737558 20.523172
0.165407 -0.295977 7.580876
-4.413171 12.885817 -8.607630
-39.550441 21.855443 27.136770
-2.063023 -0.817029 -7.055516
7.462866 0.768924 29.441890
-24.979386 39.230387 -5.599635
-39.154135 10.382276 -20.700858
13.556880 13.482130 19.420789
-4.034503 11.324436 38.599046
-12.898319 12.362041 -12.853356
-22.055840 48.163880 -8.524125
-24.543652 -26.260503 -5.273914
2.293633 30.576643 -9.306571
-14.416647 0.861683 18.848014
0.163697 18.046222 9.017398
-2.308077 8.686694 5.140593
2.135225 -28.959413 -25.337662
-0.179898 13.288627 13.419843
3.806819 21.286854 18.848075
-11.875533 15.006574 12.384134
-9.828896 39.942089 40.084324
7.801938 16.164279 6.802836
30.487249 21.843526 -8.984394
-0.393068 49.315912 5.607531
-12.822810 -16.618764 17.773299
-39.334842 -6.010215 15.805666
-13.454945 11.803989 15.971487
2.260831 35.669465 -2.880505
-7.871273 9.733742 34.672921
7.682252 14.218875 -26.140893
-9.617534 -6.002858 34.326718
-28.491629 10.451511 -21.609449
27.059715 22.870769 -4.956033
18.494432 37.602509 22.101407
4.565984 29.407387 -17.821768
39.836315 -24.122517 -14.128661
14.540053 23.352982 4.622311
-8.228240 5.877857 5.631271
-6.622894 -6.458626 13.294413
7.950016 4.864997 9.536302
26.835705 3.225444 30.055905
-7.843242 8.664523 27.899962
21.601995 -1.717038 11.374709
26.162084 16.981778 8.583123
1.007886 -14.985653 21.210862
-19.890886 12.961252 26.596598
-5.225541 4.544915 5.665947
-24.365617 0.696778 32.701006
-5.377659 -4.546369 1.712595
-0.511552 -23.412757 18.306207
-19.152202 12.983394 -12.574012
-15.978359 -22.057229 7.154424
15.575905 -41.069107 6.604639
-20.505987 8.643157 -0.108467
13.219656 -11.386912 21.130446
25.556203 -7.968733 29.013254
15.375498 34.395680 17.292974
14.548526 -8.562422 32.865354
-4.319676 19.281668 -37.021456
17.367836 -7.158118 15.522660
26.382165 25.094272 57.890587
35.545415 11.484416 -5.543216
23.452773 -33.092625 5.951732
6.243651 11.398839 23.402272
28.267829 4.231403 4.120948
-19.696592 20.888843 13.557682
-3.323757 5.144519 -31.859261
5.373711 32.603104 15.105388
13.678473 -9.270461 26.062246
15.033775 21.070499 19.518830
-1.335309 4.606890 -8.997326
14.756014 7.993981 6.781910
29.861487 -13.025677 16.090990
19.988898 9.406693 -11.756285
4.200047 14.483670 -14.994260
-5.084605 14.663693 14.989026
-1.759331 3.585285 -1.242355
-14.204791 -11.516173 -14.877592
34.479216 6.330684 -7.067280
4.745582 -2.628260 -0.577953
-8.275325 36.953130 22.551745
9.140566 23.281621 31.901852
3.075450 10.196059 -4.224275
-13.183760 5.952729 17.033094
-8.251694 16.168196 -6.213113
50.115073 18.802114 6.302198
-20.787212 0.221203 6.844061
-27.844498 13.326569 35.913100
13.921998 -9.118709 -1.747339
10.508423 25.916225 -3.805398
-6.086682 10.213327 -19.045030
-4.363396 24.020982 7.981142
5.565194 -13.676650 1.149812
26.738353 -0.921762 37.856273
13.522283 37.211629 -15.232629
-3.411713 -0.379250 10.339196
43.578796 34.675988 -20.680602
27.342838 -0.284698 23.101059
-28.661991 3.782237 5.902856
9.965895 36.921313 -12.603428
45.626775 -3.580097 -30.007015
2.005420 51.714224 16.771562
-14.616353 16.358991 19.934713
-22.086391 30.167888 12.371980
-9.915365 -13.252079 15.404454
-15.610855 7.472608 11.858245
-1.769939 7.281548 -20.778102
4.986614 -22.249374 24.345774
3.145118 3.580062 0.039573
-6.741035 6.354076 34.384471
-15.015189 -2.907299 6.867646
-10.612352 -0.542067 23.639630
-10.838228 13.157186 23.007896
0.623034 -3.999395 11.582286
-27.313878 16.284236 -31.555168
21.586423 51.474624 -22.117819
-3.543189 6.896531 26.252379
11.681515 -32.615357 -12.412226
-13.519602 -17.769568 11.263286
5.176730 26.672158 33.228695
-1.092835 11.076427 8.497947
-27.341755 -16.545507 -5.651853
3.857958 34.991045 9.438314
20.324594 3.617672 6.962888
-5.910717 17.123735 -20.721005
4.884704 0.092700 24.335153
10.502041 -21.195268 -5.866010
18.283171 17.577572 8.223438
-19.081441 -6.626938 -30.303154
-3.461469 -13.839064 13.186090
22.737367 -4.915391 21.951748
4.460264 2.666630 -18.051276
8.518251 3.362668 7.405505
-10.609131 21.673275 -36.402197
-17.091049 9.754714 36.524164
-3.567207 25.996507 48.570418
0.058185 12.367422 37.625970
1.941571 3.550571 17.110926
-12.681100 34.108297 -4.006602
-4.193793 19.430621 -16.928315
0.865315 11.396024 -14.308717
9.050686 -16.655328 -17.203115
-10.615174 25.956511 42.529390
41.396218 49.486649 -9.175759
-5.711041 48.006751 -19.819929
21.817637 5.219096 16.175390
4.074968 7.340460 -26.076596
-14.167347 -1.275827 -1.224870
1.257660 -23.338939 22.005923
9.462372 -2.229201 8.930130
23.492159 4.557326 -12.139290
-3.058339 2.419580 5.977644
-1.885595 21.530836 -11.767230
37.996694 9.387055 11.272699
5.347213 13.112073 -1.599913
-9.637019 21.227611 14.487386
-7.873512 15.097075 11.090673
-21.178412 30.705873 48.363014
-20.397597 6.492417 28.333331
0.774201 1.497934 0.616297
26.939317 24.718823 31.072066
-6.401193 -2.553517 -11.064715
-6.435554 20.312667 -1.091247
-0.095253 -3.048135 -19.529105
7.869605 29.679594 11.582304
-0.713465 38.513445 -0.088474
5.675876 -15.866840 -12.536785
-12.305894 17.440948 21.179889
-19.161462 43.660623 -12.764449
-25.724824 -1.993460 2.167879
21.207848 20.727601 -8.549744
1.794963 19.663029 -1.577929
-1.921991 30.874210 50.720555
11.195414 28.570998 3.846410
-33.322235 38.416462 1.792899
21.652256 0.794614 3.038052
2.678405 -5.702243 25.447504
5.398565 -32.042118 49.312058
2.441576 2.543040 4.648385
-17.382961 -17.110259 27.960385
6.756991 -3.996772 -2.961374
-20.871095 0.199452 7.963779
